Initialize buffers
//rem 2026-03-09 Copilot: DEBUG AUDIT applied b[00][14] CRC DID_HB fix, voltage byte offset fix, UDS PCI fix.
//rem 2026-03-11 Copilot: ARXML-compliant. VehTi field packing: Year-12b, Month-4b, Day-6b, Hr-5b, Min-6b, Sec-7b (see code).
[7712] Startup initiated
[13737] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13744] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[13751] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[13757] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[13764] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[13771] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[13778] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[13785] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[13791] RX CAN ID: 0x131 Len: 8 Data: 58 49 00 00 E3 02 43 00
[13797] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[13804] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8A 6A 10 01 FF FF FF FF CRC:0x8A
[13811] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 51 5A 8C F8 00 F8 FF FF CRC:0x51
[13817] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[13824] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[13831] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[13838] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[13845] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[13851] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[13858] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[13865] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[13872] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[13878] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[13885] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13892] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[13899] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[13905] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[13912] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 05 6B 10 01 FF FF FF FF CRC:0x05
[13919] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 3B 5B 8C F8 00 F8 FF FF CRC:0x3B
[13926] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[13932] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[13939] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[13946] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[13953] RX CAN ID: 0x701 Len: 8 Data: 2E 46 53 2E 46 53 FF FF
[13958] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[13965] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[13972] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[13979] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[13985] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[13992] RX CAN ID: 0x131 Len: 8 Data: E2 4B 00 00 E3 02 43 00
[13998] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[14005] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[14011] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[14018] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8F 6C 10 01 FF FF FF FF CRC:0x8F
[14025] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 30 5C 8C F8 00 F8 FF FF CRC:0x30
[14032] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[14039] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[14045] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14052] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[14059] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[14066] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[14073] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14079] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[14086] RX CAN ID: 0x131 Len: 8 Data: 6C 4C 00 00 E3 02 43 00
[14091] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[14098] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: 0E 37 2D 80 0E 00 00 00 CRC:0x0E
[14105] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[14112] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[14119] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 00 6D 10 01 FF FF FF FF CRC:0x00
[14126] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 5A 5D 8C F8 00 F8 FF FF CRC:0x5A
[14132] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[14139] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[14146] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[14153] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[14160] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[14166] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[14173] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[14180] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[14187] RX CAN ID: 0x131 Len: 8 Data: 31 4D 00 00 E3 02 43 00
[14192] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[14199] RX CAN ID: 0x130 Len: 8 Data: F3 1D AA FA 10 F1 AA FF
[14204] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[14211] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[14218] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[14225] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8C 6E 10 01 FF FF FF FF CRC:0x8C
[14232] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: E4 5E 8C F8 00 F8 FF FF CRC:0xE4
[14238] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[14245] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[14252] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14259] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[14266] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[14272] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[14279] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[14286] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[14293] RX CAN ID: 0x131 Len: 8 Data: D6 4E 00 00 E3 02 43 00
[14298] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[14305] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[14312] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[14319] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[14325] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[14332] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0A 61 10 01 FF FF FF FF CRC:0x0A
[14339] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 98 51 8C F8 00 F8 FF FF CRC:0x98
[14346] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14352] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[14359] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[14366] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[14373] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[14379] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[14386] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[14393] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[14400] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[14406] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[14413] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[14420] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[14427] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[14434] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[14441] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 86 62 10 01 FF FF FF FF CRC:0x86
[14447] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 26 52 8C F8 00 F8 FF FF CRC:0x26
[14454] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[14460] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[14466] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[14473] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[14480] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[14487] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[14494] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14500] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[14507] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[14514] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[14521] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[14527] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[14534] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14541] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[14548] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 09 63 10 01 FF FF FF FF CRC:0x09
[14555] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 4C 53 8C F8 00 F8 FF FF CRC:0x4C
[14561] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[14568] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[14575] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[14582] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[14588] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[14595] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[14602] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[14609] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[14616] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[14622] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[14629] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14636] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[14643] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[14649] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[14656] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 83 64 10 01 FF FF FF FF CRC:0x83
[14663] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 47 54 8C F8 00 F8 FF FF CRC:0x47
[14670] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[14676] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[14683] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[14690] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[14697] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14703] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[14710] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[14717] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[14724] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[14731] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[14738] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[14744] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[14751] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[14758] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[14765] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0C 65 10 01 FF FF FF FF CRC:0x0C
[14771] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 2D 55 8C F8 00 F8 FF FF CRC:0x2D
[14778] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[14785] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[14792] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14798] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[14805] RX CAN ID: 0x131 Len: 8 Data: BE 44 00 00 E3 02 43 00
[14811] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[14818] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[14824] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[14831] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14838] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[14845] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[14851] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[14858] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[14865] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[14872] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 80 66 10 01 FF FF FF FF CRC:0x80
[14879] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 93 56 8C F8 00 F8 FF FF CRC:0x93
[14885] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[14892] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[14899] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[14906] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[14913] RX CAN ID: 0x130 Len: 8 Data: F6 15 AA FA 1A F1 AA FF
[14918] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[14925] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[14931] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[14938] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[14944] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[14951] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[14957] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[14964] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[14971] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[14978] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0F 67 10 01 FF FF FF FF CRC:0x0F
[14985] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: F9 57 8C F8 00 F8 FF FF CRC:0xF9
[14991] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[14998] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[15005] RX CAN ID: 0x131 Len: 8 Data: 04 46 00 00 E3 02 43 00
[15010] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[15017] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[15024] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[15031] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[15036] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[15043] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[15050] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[15057] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15063] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[15070] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[15077] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[15084] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 89 68 10 01 FF FF FF FF CRC:0x89
[15091] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 85 58 8C F8 00 F8 FF FF CRC:0x85
[15098] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[15104] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[15111] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: 42 37 2D 80 0F 00 00 00 CRC:0x42
[15118] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[15125] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[15131] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[15138] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[15145] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[15152] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[15159] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[15165] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[15172] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[15179] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[15186] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 06 69 10 01 FF FF FF FF CRC:0x06
[15192] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: EF 59 8C F8 00 F8 FF FF CRC:0xEF
[15199] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[15206] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[15213] RX CAN ID: 0x131 Len: 8 Data: 05 48 00 00 E3 02 43 00
[15218] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[15225] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15232] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[15239] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[15245] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[15252] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[15259] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[15266] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[15272] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[15279] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[15286] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[15293] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8A 6A 10 01 FF FF FF FF CRC:0x8A
[15300] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 51 5A 8C F8 00 F8 FF FF CRC:0x51
[15306] RX CAN ID: 0x131 Len: 8 Data: 58 49 00 00 E3 02 43 00
[15312] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[15319] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[15325] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[15332] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[15339] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[15346] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[15353] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[15359] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15366] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[15373] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[15380] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[15387] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[15393] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[15400] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 05 6B 10 01 FF FF FF FF CRC:0x05
[15407] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 3B 5B 8C F8 00 F8 FF FF CRC:0x3B
[15414] RX CAN ID: 0x131 Len: 8 Data: BF 4A 00 00 E3 02 43 00
